序号,rectimestamp,sendtimestamp,时延毫秒,纬度,经度,海拔,速度km/h,锁星数,地面航向度,ID,msgCnt,TotalRcvMsgCount,TotalLostMsgCount,AID,Source_Layer2-ID,Dest MAC ID,Priority,Power(dBm),RSSI(dBm),SINR(dB),CBR(%),MCS,RSRP(dBm),EARFCN,Band,TB Size(bit),Modulation,Type,Label
672,1699941166350,1699941166586,-236.886,116.493123,39.729887,23.6,10.575,46,57.63,,53,672,123,3619,8000001,7,8,-88,-61,17,1,5,-88,55140,47,4264,QPSK,SPAT,normal
673,1699941166446,1699941166687,-241.079,116.493126,39.729889,23.6,10.575,46,57.63,,54,673,123,3619,8000001,7,8,-88,-60,16,2,5,-88,55140,47,4264,QPSK,SPAT,normal
674,1699941166550,1699941166787,-237.024,116.49313,39.72989,23.6,10.575,46,57.63,CCC747DFBE6C0100,55,674,123,3619,8000001,7,8,-86,-59,15,4,5,-86,55140,47,4264,QPSK,SPAT,normal
675,1699941166647,1699941166887,-240.406,116.493133,39.729892,23.6,10.575,46,57.63,,56,675,123,3619,8000001,7,8,-86,-59,17,2,5,-86,55140,47,4264,QPSK,SPAT,normal
676,1699941166752,1699941166987,-235.474,116.493136,39.729893,23.6,10.575,46,57.63,,57,676,123,3619,8000001,7,8,-86,-59,15,3,5,-86,55140,47,4264,QPSK,SPAT,normal
677,1699941166855,1699941167098,-243.784,116.493141,39.729895,23.6,10.575,46,57.63,CCC747DFBE6C0100,58,677,123,3619,8000001,7,8,-88,-61,16,2,5,-88,55140,47,4264,QPSK,SPAT,normal
678,1699941166952,1699941167188,-236.897,116.493145,39.729897,23.6,10.575,46,57.63,,59,678,123,3619,8000001,7,8,-88,-60,15,3,5,-88,55140,47,4264,QPSK,SPAT,normal
679,1699941167048,1699941167288,-240.77,116.493148,39.729898,23.6,10.575,46,57.63,,60,679,123,3619,8000001,7,8,-89,-62,17,2,5,-89,55140,47,4264,QPSK,SPAT,normal
680,1699941167169,1699941167404,-235.104,116.493151,39.729899,23.5,10.612,46,58.3,,61,680,123,3619,8000001,7,8,-90,-62,15,0,5,-90,55140,47,4264,QPSK,SPAT,normal
681,1699941167249,1699941167489,-240.33,116.493153,39.729901,23.5,10.612,46,58.3,,62,681,123,3619,8000001,7,8,-88,-61,13,2,5,-88,55140,47,4264,QPSK,SPAT,normal
682,1699941167361,1699941167599,-238.74,116.493157,39.729903,23.5,10.612,46,58.3,,63,682,123,3619,8000001,7,8,-88,-60,15,1,5,-88,55140,47,4264,QPSK,SPAT,normal
683,1699941167450,1699941167691,-241.446,116.49316,39.729904,23.5,10.612,46,58.3,,64,683,123,3619,8000001,7,8,-91,-63,13,2,5,-91,55140,47,4264,QPSK,SPAT,normal
684,1699941167554,1699941167791,-237.063,116.493163,39.729906,23.5,11.056,46,57.86,,65,684,123,3619,8000001,7,8,-92,-64,15,3,5,-92,55140,47,4264,QPSK,SPAT,normal
685,1699941167659,1699941167890,-231.524,116.493167,39.729908,23.5,11.056,46,57.86,,66,685,123,3619,8000001,7,8,-90,-63,16,1,5,-90,55140,47,4264,QPSK,SPAT,normal
686,1699941167755,1699941167991,-236.146,116.493169,39.729909,23.5,10.612,46,58.3,,67,686,123,3619,8000001,7,8,-93,-66,15,0,5,-93,55140,47,4264,QPSK,SPAT,normal
687,1699941167859,1699941168097,-238.3,116.493172,39.72991,23.5,10.612,46,58.3,,68,687,123,3619,8000001,7,8,-89,-62,13,1,5,-89,55140,47,4264,QPSK,SPAT,normal
688,1699941167964,1699941168201,-237.373,116.493175,39.729912,23.5,10.612,46,58.3,,69,688,123,3619,8000001,7,8,-92,-64,15,0,5,-92,55140,47,4264,QPSK,SPAT,normal
689,1699941168052,1699941168291,-239.801,116.493177,39.729913,23.5,11.056,46,57.86,,70,689,123,3619,8000001,7,8,-92,-64,16,1,5,-92,55140,47,4264,QPSK,SPAT,normal
690,1699941168157,1699941168392,-235.034,116.493181,39.729915,23.5,11.056,46,57.86,,71,690,123,3619,8000001,7,8,-87,-60,18,1,5,-87,55140,47,4264,QPSK,SPAT,normal
691,1699941168253,1699941168492,-239.471,116.493184,39.729916,23.5,11.056,46,57.86,,72,691,123,3619,8000001,7,8,-94,-66,17,1,5,-94,55140,47,4264,QPSK,SPAT,normal
692,1699941168349,1699941168592,-243.298,116.493187,39.729918,23.5,11.056,46,57.86,,73,692,123,3619,8000001,7,8,-90,-63,15,3,5,-90,55140,47,4264,QPSK,SPAT,normal
693,1699941168454,1699941168693,-239.126,116.49319,39.729919,23.5,11.056,46,57.86,,74,693,123,3619,8000001,7,8,-89,-61,15,2,5,-89,55140,47,4264,QPSK,SPAT,normal
694,1699941168550,1699941168792,-242.968,116.493193,39.729921,23.5,11.112,46,57.92,,75,694,123,3619,8000001,7,8,-91,-63,14,2,5,-91,55140,47,4264,QPSK,SPAT,normal
695,1699941168655,1699941168893,-238.21,116.493197,39.729923,23.5,11.112,46,57.92,,76,695,123,3619,8000001,7,8,-91,-63,17,1,5,-91,55140,47,4264,QPSK,SPAT,normal
696,1699941168751,1699941168993,-242.822,116.4932,39.729924,23.5,11.056,46,57.86,CCC747DFBE6C0100,77,696,123,3619,8000001,7,8,-94,-66,14,2,5,-94,55140,47,4264,QPSK,SPAT,normal
697,1699941168855,1699941169093,-238.723,116.493203,39.729925,23.5,11.056,46,57.86,,78,697,123,3619,8000001,7,8,-95,-67,14,1,5,-95,55140,47,4264,QPSK,SPAT,normal
698,1699941168952,1699941169194,-242.226,116.493204,39.729926,23.5,11.056,46,57.86,,79,698,123,3619,8000001,7,8,-94,-67,17,0,5,-94,55140,47,4264,QPSK,SPAT,normal
699,1699941169056,1699941169294,-238.473,116.493208,39.729928,23.5,11.056,46,57.86,CCC747DFBE6C0100,80,699,123,3619,8000001,7,8,-93,-65,14,2,5,-93,55140,47,4264,QPSK,SPAT,normal
700,1699941169161,1699941169394,-233.637,116.493211,39.72993,23.4,11.112,46,57.73,,81,700,123,3619,8000001,7,8,-92,-65,17,1,5,-92,55140,47,4264,QPSK,SPAT,normal
701,1699941169257,1699941169494,-237.796,116.493214,39.729931,23.4,11.112,46,57.73,,82,701,123,3619,8000001,7,8,-92,-65,16,0,5,-92,55140,47,4264,QPSK,SPAT,normal
702,1699941169353,1699941169595,-242.329,116.493217,39.729933,23.4,11.112,46,57.73,,83,702,123,3619,8000001,7,8,-91,-64,15,0,5,-91,55140,47,4264,QPSK,SPAT,normal
703,1699941169458,1699941169698,-240.846,116.49322,39.729934,23.5,11.112,46,57.92,CCC747DFBE6C0100,84,703,123,3619,8000001,7,8,-92,-64,17,1,5,-92,55140,47,4264,QPSK,SPAT,normal
704,1699941169563,1699941169803,-240.366,116.493224,39.729936,23.5,11.112,46,57.92,,85,704,123,3619,8000001,7,8,-95,-67,9,1,5,-95,55140,47,4264,QPSK,SPAT,normal
705,1699941169658,1699941169896,-238.407,116.493227,39.729938,23.4,11.112,46,57.73,797A687523323334,86,705,123,3619,8000001,7,8,-95,-68,16,1,5,-95,55140,47,4264,QPSK,SPAT,normal
706,1699941169755,1699941169996,-241.681,116.49323,39.729939,23.5,11.112,46,57.92,CCC747DFBE6C0100,87,706,123,3619,8000001,7,8,-97,-70,14,2,5,-97,55140,47,4264,QPSK,SPAT,normal
707,1699941169859,1699941170096,-237.655,116.493233,39.729941,23.4,11.112,46,57.73,,88,707,123,3619,8000001,7,8,-96,-69,16,1,5,-96,55140,47,4264,QPSK,SPAT,normal
708,1699941169956,1699941170196,-240.678,116.493236,39.729942,23.4,11.112,46,57.73,CCC747DFBE6C0100,89,708,123,3619,8000001,7,8,-99,-72,16,1,5,-99,55140,47,4264,QPSK,SPAT,normal
709,1699941170060,1699941170297,-237.73,116.493238,39.729943,23.5,11.112,46,57.92,,90,709,123,3619,8000001,7,8,-103,-75,14,0,5,-103,55140,47,4264,QPSK,SPAT,normal
710,1699941170156,1699941170397,-241.616,116.493241,39.729945,23.4,11.112,46,57.73,,91,710,123,3619,8000001,7,8,-97,-70,16,1,5,-97,55140,47,4264,QPSK,SPAT,normal
711,1699941170261,1699941170497,-236.75,116.493244,39.729946,23.4,11.131,46,58.26,,92,711,123,3619,8000001,7,8,-102,-75,13,0,5,-102,55140,47,4264,QPSK,SPAT,normal
712,1699941170357,1699941170599,-242.227,116.493246,39.729947,23.4,11.131,46,58.26,,93,712,123,3619,8000001,7,8,-103,-76,13,0,5,-103,55140,47,4264,QPSK,SPAT,normal
713,1699941170478,1699941170712,-234.166,116.493249,39.729949,23.4,11.131,46,58.26,,94,713,123,3619,8000001,7,8,-105,-78,13,0,5,-105,55140,47,4264,QPSK,SPAT,normal
714,1699941170558,1699941170798,-240.702,116.493252,39.72995,23.4,11.131,46,58.26,,95,714,123,3619,8000001,7,8,-103,-75,12,0,5,-103,55140,47,4264,QPSK,SPAT,normal
715,1699941170662,1699941170898,-236.651,116.493257,39.729952,23.4,11.112,46,57.73,797A687523323334,96,715,123,3619,8000001,7,8,-102,-75,15,0,5,-102,55140,47,4264,QPSK,SPAT,normal
716,1699941170759,1699941170999,-240.309,116.493259,39.729953,23.4,11.112,46,57.73,,97,716,123,3619,8000001,7,8,-103,-75,15,0,5,-103,55140,47,4264,QPSK,SPAT,normal
717,1699941170863,1699941171099,-236.536,116.493263,39.729955,23.4,11.131,46,58.26,,98,717,123,3619,8000001,7,8,-98,-71,16,0,5,-98,55140,47,4264,QPSK,SPAT,normal
718,1699941170960,1699941171199,-239.971,116.493265,39.729956,23.4,11.131,46,58.26,,99,718,123,3619,8000001,7,8,-103,-76,15,1,5,-103,55140,47,4264,QPSK,SPAT,normal
719,1699941171064,1699941171302,-238.331,116.493268,39.729957,23.4,11.112,46,57.73,,100,719,123,3619,8000001,7,8,-102,-75,16,0,5,-102,55140,47,4264,QPSK,SPAT,normal
720,1699941171168,1699941171401,-233.721,116.493271,39.729959,23.4,10.779,46,59.11,,101,720,123,3619,8000001,7,8,-99,-72,16,0,5,-99,55140,47,4264,QPSK,SPAT,normal
721,1699941171266,1699941171501,-235.089,116.493273,39.72996,23.4,11.131,46,58.26,696E636830303000,102,721,123,3619,8000001,7,8,-100,-73,15,0,5,-100,55140,47,4264,QPSK,SPAT,normal
722,1699941171361,1699941171601,-240.743,116.493276,39.729961,23.4,11.131,46,58.26,,103,722,123,3619,8000001,7,8,-104,-77,14,0,5,-104,55140,47,4264,QPSK,SPAT,normal
723,1699941171467,1699941171702,-235.39,116.493278,39.729962,23.4,11.131,46,58.26,,104,723,123,3619,8000001,7,8,-100,-73,18,0,5,-100,55140,47,4264,QPSK,SPAT,normal
724,1699941171563,1699941171802,-239.07,116.493282,39.729963,23.4,11.131,46,58.26,,105,724,123,3619,8000001,7,8,-105,-76,5,0,5,-105,55140,47,4264,QPSK,SPAT,normal
725,1699941171668,1699941171902,-234.043,116.493285,39.729965,23.4,11.131,46,58.26,,106,725,123,3619,8000001,7,8,-96,-68,17,0,5,-96,55140,47,4264,QPSK,SPAT,normal
726,1699941171779,1699941172019,-240.335,116.493288,39.729966,23.4,10.779,46,59.11,3100000000000000,107,726,123,3619,8000001,7,8,-94,-67,13,0,5,-94,55140,47,4264,QPSK,SPAT,normal
727,1699941171875,1699941172111,-236.857,116.493291,39.729968,23.4,10.779,46,59.11,,108,727,123,3619,8000001,7,8,-103,-75,12,0,5,-103,55140,47,4264,QPSK,SPAT,normal
728,1699941171971,1699941172209,-238.382,116.493295,39.729969,23.4,11.131,46,58.26,,109,728,123,3619,8000001,7,8,-98,-71,15,0,5,-98,55140,47,4264,QPSK,SPAT,normal
729,1699941172069,1699941172304,-235.095,116.493297,39.72997,23.4,11.131,46,58.26,,110,729,123,3619,8000001,7,8,-95,-68,13,0,5,-95,55140,47,4264,QPSK,SPAT,normal
730,1699941172164,1699941172404,-240.138,116.4933,39.729972,23.4,10.779,46,59.11,,111,730,123,3619,8000001,7,8,-93,-66,15,1,5,-93,55140,47,4264,QPSK,SPAT,normal
731,1699941172261,1699941172503,-242.958,116.493303,39.729973,23.4,10.723,46,59.82,,112,731,123,3619,8000001,7,8,-93,-66,17,1,5,-93,55140,47,4264,QPSK,SPAT,normal
732,1699941172366,1699941172604,-238.537,116.493307,39.729975,23.4,10.779,46,59.11,CCC747DFBE6C0100,113,732,123,3619,8000001,7,8,-100,-72,15,1,5,-100,55140,47,4264,QPSK,SPAT,normal
733,1699941172461,1699941172704,-243.641,116.49331,39.729976,23.4,10.779,46,59.11,,114,733,123,3619,8000001,7,8,-98,-71,15,0,5,-98,55140,47,4264,QPSK,SPAT,normal
734,1699941172574,1699941172805,-231.192,116.493313,39.729977,23.4,10.779,46,59.11,,115,734,123,3619,8000001,7,8,-98,-70,15,0,5,-98,55140,47,4264,QPSK,SPAT,normal
735,1699941172662,1699941172904,-242.949,116.493316,39.729979,23.4,10.723,46,59.82,,116,735,123,3619,8000001,7,8,-98,-70,15,0,5,-98,55140,47,4264,QPSK,SPAT,normal
736,1699941172779,1699941173005,-226.82,116.49332,39.72998,23.4,10.779,46,59.11,,117,736,123,3619,8000001,7,8,-100,-72,15,0,5,-100,55140,47,4264,QPSK,SPAT,normal
737,1699941172863,1699941173106,-243.763,116.493322,39.729981,23.4,10.723,46,59.82,,118,737,123,3619,8000001,7,8,-99,-72,15,1,5,-99,55140,47,4264,QPSK,SPAT,normal
738,1699941172967,1699941173206,-239.38,116.493326,39.729983,23.4,10.779,46,59.11,,119,738,123,3619,8000001,7,8,-99,-72,15,0,5,-99,55140,47,4264,QPSK,SPAT,normal
739,1699941173064,1699941173306,-242.816,116.493328,39.729984,23.4,10.779,46,59.11,,120,739,123,3619,8000001,7,8,-95,-68,16,1,5,-95,55140,47,4264,QPSK,SPAT,normal
740,1699941173168,1699941173406,-238.631,116.493331,39.729985,23.4,10.723,46,59.82,,121,740,123,3619,8000001,7,8,-101,-74,14,0,5,-101,55140,47,4264,QPSK,SPAT,normal
741,1699941173265,1699941173507,-242.228,116.493334,39.729987,23.4,10.723,46,59.82,,122,741,123,3619,8000001,7,8,-98,-71,17,0,5,-98,55140,47,4264,QPSK,SPAT,normal
742,1699941173369,1699941173607,-238.391,116.493337,39.729988,23.4,10.723,46,59.82,,123,742,123,3619,8000001,7,8,-98,-71,17,0,5,-98,55140,47,4264,QPSK,SPAT,normal
743,1699941173465,1699941173707,-242.734,116.49334,39.72999,23.4,10.723,46,59.82,CCC747DFBE6C0100,124,743,123,3619,8000001,7,8,-99,-71,17,0,5,-99,55140,47,4264,QPSK,SPAT,normal
744,1699941173570,1699941173807,-237.835,116.493342,39.729991,23.4,10.723,46,59.82,,125,744,123,3619,8000001,7,8,-95,-68,17,1,5,-95,55140,47,4264,QPSK,SPAT,normal
745,1699941173666,1699941173908,-242.586,116.493346,39.729993,23.4,10.723,46,59.82,,126,745,123,3619,8000001,7,8,-98,-70,13,0,5,-98,55140,47,4264,QPSK,SPAT,normal
746,1699941173779,1699941174010,-231.079,116.493349,39.729994,23.4,10.723,46,59.82,,127,746,123,3619,8000001,7,8,-93,-66,16,0,5,-93,55140,47,4264,QPSK,SPAT,normal
747,1699941173868,1699941174108,-240.99,116.493351,39.729995,23.4,10.316,46,59.62,,1,747,124,3619,8000001,7,8,-96,-68,13,1,5,-96,55140,47,4264,QPSK,SPAT,normal
748,1699941173971,1699941174209,-238.653,116.493354,39.729996,23.4,10.723,46,59.82,,2,748,124,3619,8000001,7,8,-94,-67,15,0,5,-94,55140,47,4264,QPSK,SPAT,normal
749,1699941174084,1699941174315,-231.276,116.493357,39.729998,23.4,10.316,46,59.62,,3,749,124,3619,8000001,7,8,-95,-67,17,1,5,-95,55140,47,4264,QPSK,SPAT,normal
750,1699941174180,1699941174415,-235.847,116.49336,39.729999,23.4,10.26,46,60.33,,4,750,124,3619,8000001,7,8,-93,-66,14,0,5,-93,55140,47,4264,QPSK,SPAT,normal
751,1699941174268,1699941174509,-241.872,116.493362,39.73,23.4,10.316,46,59.62,,5,751,124,3619,8000001,7,8,-97,-70,16,1,5,-97,55140,47,4264,QPSK,SPAT,normal
752,1699941174373,1699941174610,-237.273,116.493365,39.730001,23.4,10.316,46,59.62,,6,752,124,3619,8000001,7,8,-98,-71,15,0,5,-98,55140,47,4264,QPSK,SPAT,normal
753,1699941174469,1699941174710,-241.57,116.493367,39.730002,23.4,10.316,46,59.62,,7,753,124,3619,8000001,7,8,-101,-74,14,0,5,-101,55140,47,4264,QPSK,SPAT,normal
754,1699941174574,1699941174811,-237.977,116.49337,39.730004,23.4,10.26,46,60.33,,8,754,124,3619,8000001,7,8,-102,-75,16,0,5,-102,55140,47,4264,QPSK,SPAT,normal
755,1699941174670,1699941174912,-242.148,116.493374,39.730005,23.4,10.316,46,59.62,797A687523323334,9,755,124,3619,8000001,7,8,-102,-74,15,0,5,-102,55140,47,4264,QPSK,SPAT,normal
756,1699941174774,1699941175011,-237.936,116.493378,39.730007,23.4,10.316,46,59.62,CCC747DFBE6C0100,10,756,124,3619,8000001,7,8,-101,-74,14,0,5,-101,55140,47,4264,QPSK,SPAT,normal
757,1699941174888,1699941175127,-239.009,116.49338,39.730008,23.4,10.316,46,59.62,,11,757,124,3619,8000001,7,8,-103,-76,15,0,5,-103,55140,47,4264,QPSK,SPAT,normal
758,1699941174975,1699941175213,-238.39,116.493383,39.730009,23.4,10.26,46,60.33,,12,758,124,3619,8000001,7,8,-104,-77,13,0,5,-104,55140,47,4264,QPSK,SPAT,normal
759,1699941175080,1699941175315,-235.345,116.493387,39.730011,23.4,10.316,46,59.62,,13,759,124,3619,8000001,7,8,-107,-80,13,0,5,-107,55140,47,4264,QPSK,SPAT,normal
760,1699941175184,1699941175420,-236.875,116.49339,39.730012,23.4,10.26,46,60.33,CCC747DFBE6C0100,14,760,124,3619,8000001,7,8,-100,-73,15,1,5,-100,55140,47,4264,QPSK,SPAT,normal
761,1699941175288,1699941175524,-236.465,116.493393,39.730014,23.4,10.26,46,60.33,,15,761,124,3619,8000001,7,8,-97,-69,15,0,5,-97,55140,47,4264,QPSK,SPAT,normal
762,1699941175385,1699941175628,-243.48,116.493395,39.730014,23.4,10.26,46,60.33,,16,762,124,3619,8000001,7,8,-95,-68,16,0,5,-95,55140,47,4264,QPSK,SPAT,normal
763,1699941175473,1699941175713,-240.576,116.493397,39.730015,23.4,10.223,46,62.56,,17,763,124,3619,8000001,7,8,-94,-67,16,0,5,-94,55140,47,4264,QPSK,SPAT,normal
764,1699941175570,1699941175813,-243.846,116.4934,39.730016,23.4,10.26,46,60.33,,18,764,124,3619,8000001,7,8,-94,-67,17,1,5,-94,55140,47,4264,QPSK,SPAT,normal
765,1699941175674,1699941175914,-240.15,116.493403,39.730018,23.4,10.26,46,60.33,,19,765,124,3619,8000001,7,8,-96,-69,15,0,5,-96,55140,47,4264,QPSK,SPAT,normal
766,1699941175778,1699941176019,-241.261,116.493406,39.730019,23.4,10.223,46,62.56,,20,766,124,3619,8000001,7,8,-95,-68,15,0,5,-95,55140,47,4264,QPSK,SPAT,normal
767,1699941175875,1699941176114,-239.757,116.493408,39.73002,23.4,10.26,46,60.33,,21,767,124,3619,8000001,7,8,-97,-69,15,0,5,-97,55140,47,4264,QPSK,SPAT,normal
768,1699941175979,1699941176214,-235.985,116.493411,39.730021,23.4,10.223,46,62.56,,22,768,124,3619,8000001,7,8,-96,-69,15,0,5,-96,55140,47,4264,QPSK,SPAT,normal
769,1699941176084,1699941176315,-231.422,116.493413,39.730022,23.4,10.223,46,62.56,,23,769,124,3619,8000001,7,8,-98,-71,17,0,5,-98,55140,47,4264,QPSK,SPAT,normal
770,1699941176180,1699941176418,-238.683,116.493416,39.730023,23.4,10.26,46,60.33,,24,770,124,3619,8000001,7,8,-102,-74,16,0,5,-102,55140,47,4264,QPSK,SPAT,normal
771,1699941176276,1699941176515,-239.646,116.493419,39.730024,23.4,10.223,46,62.56,,25,771,124,3619,8000001,7,8,-98,-71,16,0,5,-98,55140,47,4264,QPSK,SPAT,normal
772,1699941176373,1699941176616,-243.098,116.493422,39.730025,23.4,10.223,46,62.56,,26,772,124,3619,8000001,7,8,-101,-73,15,0,5,-101,55140,47,4264,QPSK,SPAT,normal
773,1699941176477,1699941176717,-240.59,116.493425,39.730026,23.4,9.704,46,61.34,,27,773,124,3619,8000001,7,8,-99,-72,14,0,5,-99,55140,47,4264,QPSK,SPAT,normal
774,1699941176581,1699941176816,-235.813,116.493429,39.730028,23.4,10.223,46,62.56,,28,774,124,3619,8000001,7,8,-98,-70,16,0,5,-98,55140,47,4264,QPSK,SPAT,normal
775,1699941176678,1699941176917,-239.246,116.493432,39.730029,23.4,10.223,46,62.56,,29,775,124,3619,8000001,7,8,-100,-72,15,0,5,-100,55140,47,4264,QPSK,SPAT,normal
776,1699941176783,1699941177018,-235.013,116.493435,39.73003,23.4,10.223,46,62.56,,30,776,124,3619,8000001,7,8,-97,-70,15,0,5,-97,55140,47,4264,QPSK,SPAT,normal
777,1699941176887,1699941177123,-236.779,116.493438,39.730031,23.4,10.223,46,62.56,,31,777,124,3619,8000001,7,8,-96,-68,17,0,5,-96,55140,47,4264,QPSK,SPAT,normal
778,1699941176983,1699941177219,-236.584,116.493441,39.730032,23.4,10.223,46,62.56,,32,778,124,3619,8000001,7,8,-99,-72,15,0,5,-99,55140,47,4264,QPSK,SPAT,normal
779,1699941177097,1699941177323,-226.972,116.493445,39.730033,23.4,9.704,46,61.34,,33,779,124,3619,8000001,7,8,-102,-68,-2,0,5,-102,55140,47,4264,QPSK,SPAT,normal
780,1699941177184,1699941177419,-235.075,116.493447,39.730034,23.4,9.704,46,61.34,,34,780,124,3619,8000001,7,8,-98,-70,16,0,5,-98,55140,47,4264,QPSK,SPAT,normal
781,1699941177280,1699941177518,-238.75,116.493449,39.730035,23.4,9.704,46,61.34,,35,781,124,3619,8000001,7,8,-101,-74,15,0,5,-101,55140,47,4264,QPSK,SPAT,normal
782,1699941177377,1699941177619,-242.424,116.493452,39.730036,23.4,9.704,46,61.34,,36,782,124,3619,8000001,7,8,-105,-77,14,0,5,-105,55140,47,4264,QPSK,SPAT,normal
783,1699941177481,1699941177719,-238.866,116.493454,39.730038,23.4,9.667,46,61.66,,37,783,124,3619,8000001,7,8,-100,-73,15,0,5,-100,55140,47,4264,QPSK,SPAT,normal
784,1699941177577,1699941177819,-242.802,116.493458,39.730039,23.4,9.704,46,61.34,,38,784,124,3619,8000001,7,8,-103,-76,15,0,5,-103,55140,47,4264,QPSK,SPAT,normal
785,1699941177682,1699941177920,-238.037,116.493461,39.730041,23.4,9.704,46,61.34,,39,785,124,3619,8000001,7,8,-108,-79,12,0,5,-108,55140,47,4264,QPSK,SPAT,normal
786,1699941177779,1699941178020,-241.724,116.493463,39.730042,23.4,9.704,46,61.34,,40,786,124,3619,8000001,7,8,-108,-80,12,0,5,-108,55140,47,4264,QPSK,SPAT,normal
787,1699941177883,1699941178120,-237.893,116.493465,39.730043,23.4,9.704,46,61.34,,41,787,124,3619,8000001,7,8,-105,-78,14,0,5,-105,55140,47,4264,QPSK,SPAT,normal
788,1699941177979,1699941178221,-242.041,116.493468,39.730044,23.4,9.704,46,61.34,,42,788,124,3619,8000001,7,8,-108,-80,11,0,5,-108,55140,47,4264,QPSK,SPAT,normal
789,1699941178083,1699941178321,-238.895,116.49347,39.730045,23.4,9.353,46,60.92,,43,789,124,3619,8000001,7,8,-110,-82,11,0,5,-110,55140,47,4264,QPSK,SPAT,normal
790,1699941178180,1699941178421,-241.823,116.493473,39.730046,23.4,9.353,46,60.92,,44,790,124,3619,8000001,7,8,-106,-79,13,0,5,-106,55140,47,4264,QPSK,SPAT,normal
791,1699941178284,1699941178521,-237.874,116.493476,39.730048,23.4,9.667,46,61.66,,45,791,124,3619,8000001,7,8,-109,-81,10,0,5,-109,55140,47,4264,QPSK,SPAT,normal
792,1699941178393,1699941178622,-229.124,116.493479,39.730049,23.4,9.353,46,60.92,,46,792,124,3619,8000001,7,8,-106,-79,14,0,5,-106,55140,47,4264,QPSK,SPAT,normal
793,1699941178493,1699941178729,-236.695,116.493481,39.73005,23.4,9.353,46,60.92,,47,793,124,3619,8000001,7,8,-107,-79,11,0,5,-107,55140,47,4264,QPSK,SPAT,normal
794,1699941178581,1699941178823,-242.306,116.493484,39.730051,23.4,9.667,46,61.66,,48,794,124,3619,8000001,7,8,-112,-84,8,0,5,-112,55140,47,4264,QPSK,SPAT,normal
795,1699941178686,1699941178925,-239.687,116.493488,39.730053,23.4,9.667,46,61.66,CCC747DFBE6C0100,49,795,124,3619,8000001,7,8,-107,-80,12,0,5,-107,55140,47,4264,QPSK,SPAT,normal
796,1699941178790,1699941179024,-234.077,116.493491,39.730054,23.4,9.667,46,61.66,,50,796,124,3619,8000001,7,8,-108,-80,11,0,5,-108,55140,47,4264,QPSK,SPAT,normal
797,1699941178886,1699941179123,-237.83,116.493493,39.730055,23.4,9.667,46,61.66,,51,797,124,3619,8000001,7,8,-110,-82,10,0,5,-110,55140,47,4264,QPSK,SPAT,normal
798,1699941178999,1699941179239,-240.591,116.493495,39.730056,23.4,9.667,46,61.66,,52,798,124,3619,8000001,7,8,-106,-79,13,0,5,-106,55140,47,4264,QPSK,SPAT,normal
799,1699941179087,1699941179325,-238.015,116.493497,39.730057,23.4,9.279,46,61.46,,53,799,124,3619,8000001,7,8,-112,-85,8,0,5,-112,55140,47,4264,QPSK,SPAT,normal
800,1699941179184,1699941179424,-240.635,116.4935,39.730058,23.4,9.353,46,60.92,,54,800,124,3619,8000001,7,8,-115,-87,7,0,5,-115,55140,47,4264,QPSK,SPAT,normal
801,1699941179288,1699941179524,-236.69,116.493502,39.730059,23.4,9.353,46,60.92,,55,801,124,3619,8000001,7,8,-115,-87,7,0,5,-115,55140,47,4264,QPSK,SPAT,normal
802,1699941179384,1699941179625,-241.212,116.493504,39.73006,23.4,9.279,46,61.46,,56,802,124,3619,8000001,7,8,-105,-78,13,0,5,-105,55140,47,4264,QPSK,SPAT,normal
803,1699941179489,1699941179725,-236.969,116.493507,39.73006,23.4,9.353,46,60.92,,57,803,124,3619,8000001,7,8,-107,-80,11,0,5,-107,55140,47,4264,QPSK,SPAT,normal
804,1699941179585,1699941179825,-240.497,116.493509,39.730061,23.4,9.353,46,60.92,,58,804,124,3619,8000001,7,8,-109,-81,12,0,5,-109,55140,47,4264,QPSK,SPAT,normal
