序号,电脑时间戳,接收时间戳,发送时间戳,时延（毫秒）,纬度,经度,海拔,速度（km/h）,锁星数,地面航向(度）,ID,msgCnt,TotalRcvMsgCount,TotalLostMsgCount,AID,Source_Layer2-ID,Dest MAC ID,Priority,Power(dBm),RSSI(dBm),SINR(dB),CBR(%),MCS,RSRP(dBm),EARFCN,Band,TB Size(bit),Type,Label
17,1699941096,1699941093,1699941093,-223.945,116.491314,39.729017,23.3,9.316,47,59.16,696E636830303000,85,17,42,3619,8000001,7,8,-124,-93,-2,0,5,-124,55140,47,4264,SPAT,normal
18,1699941096,1699941093,1699941093,-219.036,116.491325,39.729022,23.3,9.316,47,59.16,696E636830303000,89,18,45,3619,8000001,7,8,-121,-91,2,0,5,-121,55140,47,4264,SPAT,normal
19,1699941096,1699941093,1699941094,-218.789,116.491331,39.729025,23.3,9.316,47,59.16,696E636830303000,92,19,47,3619,8000001,7,8,-123,-91,-1,1,5,-123,55140,47,4264,SPAT,normal
20,1699941096,1699941093,1699941094,-238.053,116.491333,39.729026,23.3,9.316,47,59.16,696E636830303000,93,20,47,3619,8000001,7,8,-122,-92,0,1,5,-122,55140,47,4264,SPAT,normal
21,1699941097,1699941094,1699941094,-226.883,116.491339,39.729029,23.3,9.167,47,60.11,696E636830303000,95,21,48,3619,8000001,7,8,-120,-91,3,0,5,-120,55140,47,4264,SPAT,normal
22,1699941097,1699941094,1699941094,-214.565,116.49135,39.729033,23.3,9.241,47,60.77,696E636830303000,99,22,51,3619,8000001,7,8,-122,-92,0,1,5,-122,55140,47,4264,SPAT,normal
23,1699941097,1699941094,1699941094,-229.589,116.491351,39.729033,23.3,9.241,47,60.77,,100,23,51,3619,8000001,7,8,-120,-90,3,1,5,-120,55140,47,4264,SPAT,normal
24,1699941097,1699941094,1699941094,-241.312,116.491354,39.729034,23.3,9.241,47,60.77,,101,24,51,3619,8000001,7,8,-118,-89,4,0,5,-118,55140,47,4264,SPAT,normal
25,1699941098,1699941095,1699941095,-221.175,116.491368,39.72904,23.3,9.167,47,60.11,696E636830303000,106,25,55,3619,8000001,7,8,-121,-91,2,0,5,-121,55140,47,4264,SPAT,normal
26,1699941098,1699941095,1699941095,-234.501,116.491373,39.729042,23.3,9.167,47,60.11,696E636830303000,108,26,56,3619,8000001,7,8,-119,-90,3,0,5,-119,55140,47,4264,SPAT,normal
27,1699941098,1699941095,1699941095,-241.112,116.491375,39.729043,23.3,9.167,47,60.11,,109,27,56,3619,8000001,7,8,-121,-91,1,0,5,-121,55140,47,4264,SPAT,normal
28,1699941098,1699941095,1699941095,-236.063,116.491378,39.729044,23.3,9.167,47,60.11,696E636830303000,110,28,56,3619,8000001,7,8,-120,-91,2,0,5,-120,55140,47,4264,SPAT,normal
29,1699941099,1699941096,1699941096,-220.33,116.49139,39.72905,23.2,9.038,47,60.26,696E636830303000,115,29,60,3619,8000001,7,8,-124,-93,-1,1,5,-124,55140,47,4264,SPAT,normal
31,1699941099,1699941096,1699941096,-220.084,116.491395,39.729052,23.2,8.982,47,62.66,,117,30,61,3619,8000001,7,8,-124,-93,-2,0,5,-124,55140,47,4264,SPAT,normal
32,1699941099,1699941096,1699941096,-236.545,116.491398,39.729054,23.2,9.038,47,60.26,696E636830303000,118,31,61,3619,8000001,7,8,-120,-91,2,0,5,-120,55140,47,4264,SPAT,normal
33,1699941099,1699941096,1699941096,-235.659,116.491401,39.729055,23.2,9.038,47,60.26,696E636830303000,119,32,61,3619,8000001,7,8,-123,-93,-1,0,5,-123,55140,47,4264,SPAT,normal
34,1699941099,1699941096,1699941096,-236.498,116.491405,39.729056,23.2,9.038,47,60.26,696E636830303000,120,33,61,3619,8000001,7,8,-120,-91,2,0,5,-120,55140,47,4264,SPAT,normal
35,1699941099,1699941096,1699941096,-240.724,116.491407,39.729057,23.2,9.038,47,60.26,696E636830303000,121,34,61,3619,8000001,7,8,-121,-91,1,0,5,-121,55140,47,4264,SPAT,normal
37,1699941100,1699941097,1699941097,-219.397,116.491428,39.729066,23.2,8.982,47,62.66,696E636830303000,2,35,69,3619,8000001,7,8,-123,-92,-1,2,5,-123,55140,47,4264,SPAT,normal
38,1699941100,1699941097,1699941098,-222.459,116.491435,39.729069,23.2,8.982,47,62.66,696E636830303000,5,36,71,3619,8000001,7,8,-124,-93,-2,2,5,-124,55140,47,4264,SPAT,normal
39,1699941101,1699941098,1699941098,-226.783,116.491441,39.729071,23.2,8.945,47,62.31,696E636830303000,7,37,72,3619,8000001,7,8,-119,-90,3,1,5,-119,55140,47,4264,SPAT,normal
40,1699941101,1699941098,1699941098,-234.23,116.491443,39.729072,23.2,8.945,47,62.31,696E636830303000,8,38,72,3619,8000001,7,8,-122,-92,0,1,5,-122,55140,47,4264,SPAT,normal
41,1699941101,1699941098,1699941098,-220.344,116.49145,39.729076,23.2,8.945,47,62.31,696E636830303000,11,39,74,3619,8000001,7,8,-121,-91,1,1,5,-121,55140,47,4264,SPAT,normal
43,1699941101,1699941098,1699941098,-224.16,116.491458,39.729079,23.1,8.908,47,60.51,,14,40,76,3619,8000001,7,8,-119,-90,3,1,5,-119,55140,47,4264,SPAT,normal
44,1699941101,1699941098,1699941099,-237.313,116.491461,39.729081,23.2,8.945,47,62.31,696E636830303000,15,41,76,3619,8000001,7,8,-121,-91,1,1,5,-121,55140,47,4264,SPAT,normal
45,1699941102,1699941099,1699941099,-221.175,116.491469,39.729084,23.1,8.834,47,59.62,696E636830303000,18,42,78,3619,8000001,7,8,-116,-88,6,2,5,-116,55140,47,4264,SPAT,normal
46,1699941102,1699941099,1699941099,-241.701,116.491471,39.729085,23.1,8.908,47,60.51,696E636830303000,19,43,78,3619,8000001,7,8,-118,-89,5,1,5,-118,55140,47,4264,SPAT,normal
47,1699941102,1699941099,1699941099,-239.876,116.491474,39.729086,23.1,8.908,47,60.51,696E636830303000,20,44,78,3619,8000001,7,8,-119,-90,3,1,5,-119,55140,47,4264,SPAT,normal
50,1699941102,1699941099,1699941099,-238.372,116.491477,39.729087,23.1,8.908,47,60.51,,21,45,78,3619,8000001,7,8,-119,-90,3,2,5,-119,55140,47,4264,SPAT,normal
51,1699941102,1699941099,1699941099,-226.129,116.491481,39.729089,23.1,8.908,47,60.51,696E636830303000,23,46,79,3619,8000001,7,8,-119,-90,3,1,5,-119,55140,47,4264,SPAT,normal
52,1699941102,1699941099,1699941099,-235.76,116.491483,39.72909,23.1,8.908,47,60.51,696E636830303000,24,47,79,3619,8000001,7,8,-117,-89,5,1,5,-117,55140,47,4264,SPAT,normal
