序号,接收时间戳,发送时间戳,时延（毫秒）,msgCnt,TotalRcvMsgCount,TotalLostMsgCount,纬度,经度,海拔,速度（km/h）,锁星数,地面航向(度）,AID,ID,Source_Layer2-ID,Dest MAC ID,Priority,Power(dBm),RSSI(dBm),SINR(dB),CBR(%),MCS,RSRP(dBm),EARFCN,Band,TB Size(bit),Modulation,Type,Label
660,1699941152,1699941152,-235.603,43,535,122,116.492773,39.72972,23.7,8.575,43,57.5,3619,,8000001,7,8,-103,-76,15,1,5,-103,55140,47,4264,QPSK,SPAT,normal
661,1699941152,1699941152,-237.182,44,536,122,116.492776,39.729722,23.7,8.612,43,57.48,3619,CCC747DFBE6C0100,8000001,7,8,-102,-74,16,2,5,-102,55140,47,4264,QPSK,SPAT,normal
662,1699941152,1699941153,-236.108,45,537,122,116.492779,39.729723,23.7,8.612,43,57.48,3619,,8000001,7,8,-106,-78,17,0,5,-106,55140,47,4264,QPSK,SPAT,normal
664,1699941152,1699941153,-236.352,46,538,122,116.492782,39.729725,23.7,8.612,43,57.48,3619,,8000001,7,8,-103,-75,16,0,5,-103,55140,47,4264,QPSK,SPAT,normal
665,1699941153,1699941153,-240.863,47,539,122,116.492784,39.729726,23.7,8.612,43,57.48,3619,,8000001,7,8,-105,-77,16,0,5,-105,55140,47,4264,QPSK,SPAT,normal
666,1699941153,1699941153,-236.491,48,540,122,116.492787,39.729727,23.7,8.575,43,57.5,3619,,8000001,7,8,-100,-72,17,0,5,-100,55140,47,4264,QPSK,SPAT,normal
667,1699941153,1699941153,-241.163,49,541,122,116.492788,39.729727,23.6,8.538,43,58.44,3619,,8000001,7,8,-103,-75,15,0,5,-103,55140,47,4264,QPSK,SPAT,normal
668,1699941153,1699941153,-236.339,50,542,122,116.49279,39.729728,23.7,8.575,43,57.5,3619,,8000001,7,8,-104,-76,15,0,5,-104,55140,47,4264,QPSK,SPAT,normal
669,1699941153,1699941153,-237.759,51,543,122,116.492792,39.729729,23.7,8.575,43,57.5,3619,,8000001,7,8,-99,-72,14,0,5,-99,55140,47,4264,QPSK,SPAT,normal
672,1699941153,1699941153,-231.486,52,544,122,116.492795,39.72973,23.6,8.538,43,58.44,3619,,8000001,7,8,-102,-75,15,1,5,-102,55140,47,4264,QPSK,SPAT,normal
673,1699941153,1699941153,-236.488,53,545,122,116.492798,39.729731,23.7,8.575,43,57.5,3619,,8000001,7,8,-101,-73,17,0,5,-101,55140,47,4264,QPSK,SPAT,normal
674,1699941153,1699941153,-241.177,54,546,122,116.4928,39.729732,23.7,8.575,43,57.5,3619,CCC747DFBE6C0100,8000001,7,8,-101,-73,15,0,5,-101,55140,47,4264,QPSK,SPAT,normal
675,1699941153,1699941154,-243.757,55,547,122,116.492803,39.729733,23.7,8.575,43,57.5,3619,,8000001,7,8,-99,-71,17,0,5,-99,55140,47,4264,QPSK,SPAT,normal
676,1699941153,1699941154,-240.308,56,548,122,116.492805,39.729734,23.7,8.575,43,57.5,3619,,8000001,7,8,-101,-73,15,0,5,-101,55140,47,4264,QPSK,SPAT,normal
677,1699941154,1699941154,-236.384,57,549,122,116.492807,39.729735,23.6,8.538,43,58.44,3619,,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,normal
678,1699941154,1699941154,-240.486,58,550,122,116.49281,39.729737,23.7,8.575,43,57.5,3619,,8000001,7,8,-102,-75,15,0,5,-102,55140,47,4264,QPSK,SPAT,normal
680,1699941154,1699941154,-236.153,59,551,122,116.492812,39.729738,23.6,8.538,43,58.44,3619,,8000001,7,8,-104,-77,14,0,5,-104,55140,47,4264,QPSK,SPAT,normal
681,1699941154,1699941154,-240.873,60,552,122,116.492814,39.729739,23.6,8.519,45,57.46,3619,,8000001,7,8,-99,-72,15,1,5,-99,55140,47,4264,QPSK,SPAT,normal
682,1699941154,1699941154,-236.718,61,553,122,116.492816,39.72974,23.6,8.519,45,57.46,3619,,8000001,7,8,-104,-76,13,0,5,-104,55140,47,4264,QPSK,SPAT,normal
684,1699941154,1699941154,-240.244,62,554,122,116.492819,39.729741,23.6,8.538,43,58.44,3619,CCC747DFBE6C0100,8000001,7,8,-104,-77,15,1,5,-104,55140,47,4264,QPSK,SPAT,normal
685,1699941154,1699941154,-243.518,63,555,122,116.492822,39.729743,23.6,8.538,43,58.44,3619,,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,SPAT,normal
686,1699941154,1699941154,-237.528,64,556,122,116.492824,39.729744,23.6,8.538,43,58.44,3619,,8000001,7,8,-103,-76,15,0,5,-103,55140,47,4264,QPSK,SPAT,normal
688,1699941154,1699941155,-243.933,65,557,122,116.492826,39.729745,23.6,8.538,43,58.44,3619,,8000001,7,8,-104,-76,15,0,5,-104,55140,47,4264,QPSK,SPAT,normal
689,1699941154,1699941155,-239.558,66,558,122,116.49283,39.729746,23.6,8.538,43,58.44,3619,CCC747DFBE6C0100,8000001,7,8,-105,-77,13,2,5,-105,55140,47,4264,QPSK,SPAT,normal
690,1699941155,1699941155,-243.505,67,559,122,116.492832,39.729747,23.6,8.538,43,58.44,3619,,8000001,7,8,-103,-76,15,0,5,-103,55140,47,4264,QPSK,SPAT,normal
691,1699941155,1699941155,-238.805,68,560,122,116.492834,39.729749,23.6,8.445,46,57.54,3619,,8000001,7,8,-102,-75,16,0,5,-102,55140,47,4264,QPSK,SPAT,normal
692,1699941155,1699941155,-243.127,69,561,122,116.492836,39.72975,23.6,8.519,45,57.46,3619,3030303030310000,8000001,7,8,-103,-76,15,0,5,-103,55140,47,4264,QPSK,SPAT,normal
693,1699941155,1699941155,-239.685,70,562,122,116.492838,39.72975,23.6,8.445,46,57.54,3619,,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,SPAT,normal
695,1699941155,1699941155,-243.603,71,563,122,116.492839,39.729751,23.6,8.519,45,57.46,3619,,8000001,7,8,-100,-72,14,1,5,-100,55140,47,4264,QPSK,SPAT,normal
697,1699941155,1699941155,-238.009,72,564,122,116.492842,39.729753,23.6,8.519,45,57.46,3619,,8000001,7,8,-97,-70,15,1,5,-97,55140,47,4264,QPSK,SPAT,normal
698,1699941155,1699941155,-234.644,73,565,122,116.492844,39.729754,23.6,8.519,45,57.46,3619,,8000001,7,8,-97,-70,16,1,5,-97,55140,47,4264,QPSK,SPAT,normal
699,1699941155,1699941155,-242.103,74,566,122,116.492846,39.729755,23.6,8.445,46,57.54,3619,,8000001,7,8,-97,-70,14,0,5,-97,55140,47,4264,QPSK,SPAT,normal
700,1699941155,1699941156,-242.897,75,567,122,116.492848,39.729756,23.6,8.519,45,57.46,3619,,8000001,7,8,-96,-68,16,0,5,-96,55140,47,4264,QPSK,SPAT,normal
701,1699941155,1699941156,-238.41,76,568,122,116.49285,39.729757,23.6,8.519,45,57.46,3619,CCC747DFBE6C0100,8000001,7,8,-98,-70,16,2,5,-98,55140,47,4264,QPSK,SPAT,normal
703,1699941156,1699941156,-242.833,77,569,122,116.492852,39.729758,23.6,8.445,46,57.54,3619,,8000001,7,8,-100,-73,15,2,5,-100,55140,47,4264,QPSK,SPAT,normal
704,1699941156,1699941156,-237.728,78,570,122,116.492854,39.729759,23.6,8.445,46,57.54,3619,,8000001,7,8,-98,-70,17,0,5,-98,55140,47,4264,QPSK,SPAT,normal
705,1699941156,1699941156,-242.306,79,571,122,116.492857,39.72976,23.7,8.427,46,57.9,3619,3030303030310000,8000001,7,8,-99,-71,14,0,5,-99,55140,47,4264,QPSK,SPAT,normal
706,1699941156,1699941156,-239.424,80,572,122,116.492859,39.729761,23.7,8.427,46,57.9,3619,797A687523323439,8000001,7,8,-97,-70,14,0,5,-97,55140,47,4264,QPSK,SPAT,normal
707,1699941156,1699941156,-235.592,81,573,122,116.492862,39.729762,23.6,8.445,46,57.54,3619,,8000001,7,8,-98,-71,14,0,5,-98,55140,47,4264,QPSK,SPAT,normal
709,1699941156,1699941156,-239.879,82,574,122,116.492865,39.729763,23.6,8.445,46,57.54,3619,,8000001,7,8,-98,-71,14,1,5,-98,55140,47,4264,QPSK,SPAT,normal
711,1699941156,1699941156,-244.025,83,575,122,116.492869,39.729765,23.6,8.445,46,57.54,3619,CCC747DFBE6C0100,8000001,7,8,-100,-72,17,1,5,-100,55140,47,4264,QPSK,SPAT,normal
712,1699941156,1699941156,-236.308,84,576,122,116.492872,39.729766,23.6,8.445,46,57.54,3619,,8000001,7,8,-99,-72,15,0,5,-99,55140,47,4264,QPSK,SPAT,normal
713,1699941156,1699941157,-242.254,85,577,122,116.492874,39.729767,23.7,8.427,46,57.9,3619,,8000001,7,8,-98,-71,14,0,5,-98,55140,47,4264,QPSK,SPAT,normal
714,1699941156,1699941157,-235.832,86,578,122,116.492877,39.729768,23.6,8.445,46,57.54,3619,797A687523323439,8000001,7,8,-96,-69,16,0,5,-96,55140,47,4264,QPSK,SPAT,normal
715,1699941157,1699941157,-237.74,87,579,122,116.49288,39.729769,23.6,8.445,46,57.54,3619,,8000001,7,8,-97,-69,15,0,5,-97,55140,47,4264,QPSK,SPAT,normal
716,1699941157,1699941157,-238.505,88,580,122,116.492882,39.72977,23.7,8.427,46,57.9,3619,CCC747DFBE6C0100,8000001,7,8,-95,-68,15,2,5,-95,55140,47,4264,QPSK,SPAT,normal
718,1699941157,1699941157,-242.049,89,581,122,116.492885,39.729771,23.7,8.427,46,57.96,3619,,8000001,7,8,-95,-68,16,0,5,-95,55140,47,4264,QPSK,SPAT,normal
719,1699941157,1699941157,-237.773,90,582,122,116.492888,39.729772,23.7,8.427,46,57.96,3619,,8000001,7,8,-96,-68,14,0,5,-96,55140,47,4264,QPSK,SPAT,normal
720,1699941157,1699941157,-241.29,91,583,122,116.49289,39.729773,23.7,8.427,46,57.96,3619,,8000001,7,8,-99,-72,16,0,5,-99,55140,47,4264,QPSK,SPAT,normal
722,1699941157,1699941157,-237.586,92,584,122,116.492893,39.729775,23.7,8.427,46,57.9,3619,,8000001,7,8,-98,-71,14,0,5,-98,55140,47,4264,QPSK,SPAT,normal
723,1699941157,1699941157,-241.434,93,585,122,116.492896,39.729776,23.7,8.427,46,57.9,3619,,8000001,7,8,-96,-69,16,0,5,-96,55140,47,4264,QPSK,SPAT,normal
724,1699941157,1699941157,-239.552,94,586,122,116.492899,39.729777,23.7,8.427,46,57.96,3619,,8000001,7,8,-99,-72,15,3,5,-99,55140,47,4264,QPSK,SPAT,normal
726,1699941157,1699941158,-241.128,95,587,122,116.492902,39.729778,23.7,8.427,46,57.9,3619,,8000001,7,8,-100,-72,14,0,5,-100,55140,47,4264,QPSK,SPAT,normal
727,1699941157,1699941158,-237.023,96,588,122,116.492904,39.729779,23.7,8.427,46,57.9,3619,,8000001,7,8,-95,-67,18,1,5,-95,55140,47,4264,QPSK,SPAT,normal
728,1699941158,1699941158,-241.257,97,589,122,116.492906,39.72978,23.7,8.427,46,57.96,3619,,8000001,7,8,-96,-69,16,0,5,-96,55140,47,4264,QPSK,SPAT,normal
729,1699941158,1699941158,-237.084,98,590,122,116.492908,39.729781,23.7,8.427,46,57.96,3619,3030303030310000,8000001,7,8,-95,-68,16,0,5,-95,55140,47,4264,QPSK,SPAT,normal
730,1699941158,1699941158,-236.583,99,591,122,116.492911,39.729782,23.7,8.427,46,57.96,3619,CCC747DFBE6C0100,8000001,7,8,-97,-70,17,1,5,-97,55140,47,4264,QPSK,SPAT,normal
731,1699941158,1699941158,-236.946,100,592,122,116.492913,39.729783,23.7,8.464,46,58.04,3619,,8000001,7,8,-96,-69,16,1,5,-96,55140,47,4264,QPSK,SPAT,normal
733,1699941158,1699941158,-239.939,101,593,122,116.492915,39.729784,23.7,8.427,46,57.96,3619,,8000001,7,8,-94,-67,17,0,5,-94,55140,47,4264,QPSK,SPAT,normal
735,1699941158,1699941158,-236.347,102,594,122,116.492917,39.729785,23.7,8.427,46,57.96,3619,,8000001,7,8,-93,-66,17,0,5,-93,55140,47,4264,QPSK,SPAT,normal
736,1699941158,1699941158,-234.872,103,595,122,116.49292,39.729786,23.7,8.427,46,57.96,3619,,8000001,7,8,-96,-68,16,1,5,-96,55140,47,4264,QPSK,SPAT,normal
737,1699941158,1699941158,-243.962,104,596,122,116.492922,39.729788,23.7,8.464,46,58.04,3619,,8000001,7,8,-96,-68,14,0,5,-96,55140,47,4264,QPSK,SPAT,normal
738,1699941158,1699941159,-240.748,105,597,122,116.492924,39.729789,23.7,8.464,46,58.04,3619,CCC747DFBE6C0100,8000001,7,8,-94,-67,15,1,5,-94,55140,47,4264,QPSK,SPAT,normal
739,1699941158,1699941159,-236.657,106,598,122,116.492927,39.72979,23.7,8.427,46,57.96,3619,,8000001,7,8,-96,-69,17,0,5,-96,55140,47,4264,QPSK,SPAT,normal
741,1699941159,1699941159,-234.418,107,599,122,116.492929,39.729791,23.7,8.464,46,58.04,3619,,8000001,7,8,-97,-69,15,0,5,-97,55140,47,4264,QPSK,SPAT,normal
742,1699941159,1699941159,-235.224,108,600,122,116.492931,39.729792,23.7,8.464,46,58.04,3619,3030303030310000,8000001,7,8,-96,-68,16,0,5,-96,55140,47,4264,QPSK,SPAT,normal
743,1699941159,1699941159,-232.68,109,601,122,116.492934,39.729793,23.7,8.519,46,57.92,3619,,8000001,7,8,-97,-70,17,0,5,-97,55140,47,4264,QPSK,SPAT,normal
744,1699941159,1699941159,-235.814,110,602,122,116.492937,39.729795,23.7,8.464,46,58.04,3619,CCC747DFBE6C0100,8000001,7,8,-96,-68,16,2,5,-96,55140,47,4264,QPSK,SPAT,normal
745,1699941159,1699941159,-239.946,111,603,122,116.492939,39.729796,23.7,8.519,46,57.92,3619,,8000001,7,8,-93,-65,15,0,5,-93,55140,47,4264,QPSK,SPAT,normal
747,1699941159,1699941159,-243.366,112,604,122,116.492941,39.729797,23.7,8.519,46,57.92,3619,,8000001,7,8,-94,-66,15,1,5,-94,55140,47,4264,QPSK,SPAT,normal
748,1699941159,1699941159,-238.574,113,605,122,116.492944,39.729798,23.7,8.464,46,58.04,3619,,8000001,7,8,-92,-65,16,1,5,-92,55140,47,4264,QPSK,SPAT,normal
750,1699941159,1699941159,-242.868,114,606,122,116.492947,39.7298,23.7,8.464,46,58.04,3619,,8000001,7,8,-93,-65,17,1,5,-93,55140,47,4264,QPSK,SPAT,normal
751,1699941159,1699941160,-242.712,115,607,122,116.492949,39.729801,23.7,8.464,46,58.04,3619,,8000001,7,8,-93,-66,17,1,5,-93,55140,47,4264,QPSK,SPAT,normal
752,1699941159,1699941160,-235.439,116,608,122,116.492952,39.729802,23.7,8.464,46,58.04,3619,,8000001,7,8,-94,-67,16,1,5,-94,55140,47,4264,QPSK,SPAT,normal
753,1699941160,1699941160,-239.26,117,609,122,116.492954,39.729803,23.7,8.464,46,58.04,3619,,8000001,7,8,-96,-68,15,0,5,-96,55140,47,4264,QPSK,SPAT,normal
754,1699941160,1699941160,-239.584,118,610,122,116.492957,39.729804,23.7,8.982,46,56.86,3619,3030303030310000,8000001,7,8,-96,-69,16,0,5,-96,55140,47,4264,QPSK,SPAT,normal
755,1699941160,1699941160,-230.5,119,611,122,116.492959,39.729805,23.7,8.519,46,57.92,3619,,8000001,7,8,-95,-68,15,0,5,-95,55140,47,4264,QPSK,SPAT,normal
757,1699941160,1699941160,-241.364,120,612,122,116.492961,39.729807,23.7,8.982,46,56.86,3619,,8000001,7,8,-95,-67,15,0,5,-95,55140,47,4264,QPSK,SPAT,normal
758,1699941160,1699941160,-237.601,121,613,122,116.492963,39.729808,23.7,8.519,46,57.92,3619,,8000001,7,8,-92,-64,16,1,5,-92,55140,47,4264,QPSK,SPAT,normal
760,1699941160,1699941160,-236.466,122,614,122,116.492965,39.729809,23.7,8.519,46,57.92,3619,,8000001,7,8,-90,-62,17,1,5,-90,55140,47,4264,QPSK,SPAT,normal
761,1699941160,1699941160,-239.042,123,615,122,116.492967,39.72981,23.7,8.519,46,57.92,3619,,8000001,7,8,-88,-61,17,1,5,-88,55140,47,4264,QPSK,SPAT,normal
762,1699941160,1699941160,-241.654,124,616,122,116.492969,39.729812,23.7,8.519,46,57.92,3619,,8000001,7,8,-88,-60,17,1,5,-88,55140,47,4264,QPSK,SPAT,normal
763,1699941160,1699941161,-237.956,125,617,122,116.492971,39.729813,23.7,8.519,46,57.92,3619,,8000001,7,8,-89,-62,17,1,5,-89,55140,47,4264,QPSK,SPAT,normal
765,1699941160,1699941161,-242.537,126,618,122,116.492974,39.729814,23.7,8.519,46,57.92,3619,,8000001,7,8,-89,-62,15,3,5,-89,55140,47,4264,QPSK,SPAT,normal
766,1699941161,1699941161,-237.49,127,619,122,116.492975,39.729815,23.7,8.982,46,56.86,3619,,8000001,7,8,-91,-64,17,0,5,-91,55140,47,4264,QPSK,SPAT,normal
767,1699941161,1699941161,-242.059,1,620,123,116.492978,39.729816,23.7,8.519,46,57.92,3619,3030303030310000,8000001,7,8,-92,-65,13,0,5,-92,55140,47,4264,QPSK,SPAT,normal
768,1699941161,1699941161,-237.43,2,621,123,116.492981,39.729818,23.7,8.982,46,56.86,3619,797A687523323439,8000001,7,8,-91,-64,18,1,5,-91,55140,47,4264,QPSK,SPAT,normal
769,1699941161,1699941161,-241.776,3,622,123,116.492983,39.729819,23.7,8.982,46,56.86,3619,,8000001,7,8,-89,-62,16,1,5,-89,55140,47,4264,QPSK,SPAT,normal
770,1699941161,1699941161,-237.873,4,623,123,116.492986,39.72982,23.7,9.39,46,57.55,3619,,8000001,7,8,-88,-61,13,1,5,-88,55140,47,4264,QPSK,SPAT,normal
773,1699941161,1699941161,-240.366,5,624,123,116.492989,39.729822,23.7,9.39,46,57.55,3619,,8000001,7,8,-88,-61,17,2,5,-88,55140,47,4264,QPSK,SPAT,normal
774,1699941161,1699941161,-236.444,6,625,123,116.492992,39.729823,23.7,9.39,46,57.55,3619,,8000001,7,8,-88,-60,8,3,5,-88,55140,47,4264,QPSK,SPAT,normal
775,1699941161,1699941161,-241.623,7,626,123,116.492994,39.729825,23.7,8.982,46,56.86,3619,,8000001,7,8,-88,-61,16,1,5,-88,55140,47,4264,QPSK,SPAT,normal
776,1699941161,1699941162,-233.339,8,627,123,116.492997,39.729826,23.7,8.982,46,56.86,3619,,8000001,7,8,-91,-63,16,2,5,-91,55140,47,4264,QPSK,SPAT,normal
777,1699941161,1699941162,-241.833,9,628,123,116.493,39.729827,23.7,9.39,46,57.55,3619,797A687523323439,8000001,7,8,-92,-64,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
778,1699941162,1699941162,-231.326,10,629,123,116.493003,39.729829,23.7,8.982,46,56.86,3619,,8000001,7,8,-90,-63,17,0,5,-90,55140,47,4264,QPSK,SPAT,normal
780,1699941162,1699941162,-242.035,11,630,123,116.493005,39.72983,23.7,9.39,46,57.55,3619,3030303030310000,8000001,7,8,-90,-63,16,1,5,-90,55140,47,4264,QPSK,SPAT,normal
781,1699941162,1699941162,-237.22,12,631,123,116.493008,39.729831,23.7,9.39,46,57.55,3619,,8000001,7,8,-91,-64,16,1,5,-91,55140,47,4264,QPSK,SPAT,normal
782,1699941162,1699941162,-240.59,13,632,123,116.493011,39.729832,23.7,9.76,46,57.49,3619,CCC747DFBE6C0100,8000001,7,8,-91,-63,17,1,5,-91,55140,47,4264,QPSK,SPAT,normal
783,1699941162,1699941162,-236.664,14,633,123,116.493013,39.729833,23.7,9.76,46,57.49,3619,,8000001,7,8,-91,-64,16,0,5,-91,55140,47,4264,QPSK,SPAT,normal
785,1699941162,1699941162,-232.577,15,634,123,116.493017,39.729835,23.7,9.39,46,57.55,3619,,8000001,7,8,-90,-63,16,2,5,-90,55140,47,4264,QPSK,SPAT,normal
786,1699941162,1699941162,-234.702,16,635,123,116.49302,39.729836,23.7,9.39,46,57.55,3619,,8000001,7,8,-90,-57,-1,1,5,-90,55140,47,4264,QPSK,SPAT,normal
788,1699941162,1699941162,-240.69,17,636,123,116.493023,39.729837,23.7,9.76,46,57.49,3619,,8000001,7,8,-91,-63,13,2,5,-91,55140,47,4264,QPSK,SPAT,normal
789,1699941162,1699941163,-236.199,18,637,123,116.493025,39.729838,23.7,9.39,46,57.55,3619,CCC747DFBE6C0100,8000001,7,8,-91,-64,15,1,5,-91,55140,47,4264,QPSK,SPAT,normal
790,1699941162,1699941163,-240.247,19,638,123,116.493028,39.729839,23.7,9.76,46,57.49,3619,,8000001,7,8,-91,-64,15,1,5,-91,55140,47,4264,QPSK,SPAT,normal
791,1699941163,1699941163,-243.826,20,639,123,116.49303,39.72984,23.7,9.39,46,57.55,3619,,8000001,7,8,-93,-66,16,1,5,-93,55140,47,4264,QPSK,SPAT,normal
792,1699941163,1699941163,-240.784,21,640,123,116.493033,39.729842,23.7,9.76,46,57.49,3619,3030303030310000,8000001,7,8,-93,-65,16,2,5,-93,55140,47,4264,QPSK,SPAT,normal
793,1699941163,1699941163,-236.289,22,641,123,116.493037,39.729844,23.7,10.149,46,59.29,3619,,8000001,7,8,-93,-66,15,0,5,-93,55140,47,4264,QPSK,SPAT,normal
795,1699941163,1699941163,-239.28,23,642,123,116.49304,39.729845,23.7,10.149,46,59.29,3619,,8000001,7,8,-91,-64,17,1,5,-91,55140,47,4264,QPSK,SPAT,normal
796,1699941163,1699941163,-235.793,24,643,123,116.493043,39.729847,23.7,10.149,46,59.29,3619,,8000001,7,8,-91,-64,16,1,5,-91,55140,47,4264,QPSK,SPAT,normal
798,1699941163,1699941163,-239.973,25,644,123,116.493046,39.729848,23.7,9.76,46,57.49,3619,,8000001,7,8,-89,-62,17,1,5,-89,55140,47,4264,QPSK,SPAT,normal
799,1699941163,1699941163,-234.617,26,645,123,116.493049,39.72985,23.7,10.149,46,59.29,3619,,8000001,7,8,-90,-62,15,3,5,-90,55140,47,4264,QPSK,SPAT,normal
800,1699941163,1699941163,-235.496,27,646,123,116.493052,39.729852,23.7,9.76,46,57.49,3619,,8000001,7,8,-88,-61,16,0,5,-88,55140,47,4264,QPSK,SPAT,normal
801,1699941163,1699941164,-235.823,28,647,123,116.493055,39.729853,23.7,9.76,46,57.49,3619,,8000001,7,8,-90,-62,17,1,5,-90,55140,47,4264,QPSK,SPAT,normal
802,1699941163,1699941164,-232.275,29,648,123,116.493057,39.729854,23.7,9.76,46,57.49,3619,,8000001,7,8,-89,-62,15,2,5,-89,55140,47,4264,QPSK,SPAT,normal
804,1699941164,1699941164,-240.831,30,649,123,116.49306,39.729856,23.7,9.76,46,57.49,3619,,8000001,7,8,-89,-61,17,1,5,-89,55140,47,4264,QPSK,SPAT,normal
805,1699941164,1699941164,-234.66,31,650,123,116.493064,39.729858,23.7,10.149,46,59.29,3619,CCC747DFBE6C0100,8000001,7,8,-87,-59,16,3,5,-87,55140,47,4264,QPSK,SPAT,normal
806,1699941164,1699941164,-239.833,32,651,123,116.493065,39.729858,23.7,10.223,46,57.39,3619,CCC747DFBE6C0100,8000001,7,8,-89,-61,15,2,5,-89,55140,47,4264,QPSK,SPAT,normal
807,1699941164,1699941164,-238.68,33,652,123,116.493069,39.72986,23.7,10.149,46,59.29,3619,,8000001,7,8,-88,-60,16,2,5,-88,55140,47,4264,QPSK,SPAT,normal
808,1699941164,1699941164,-242.784,34,653,123,116.493071,39.729861,23.7,10.149,46,59.29,3619,CCC747DFBE6C0100,8000001,7,8,-89,-61,13,1,5,-89,55140,47,4264,QPSK,SPAT,normal
810,1699941164,1699941164,-239.403,35,654,123,116.493073,39.729862,23.7,10.223,46,57.39,3619,,8000001,7,8,-87,-60,15,2,5,-87,55140,47,4264,QPSK,SPAT,normal
812,1699941164,1699941164,-243.376,36,655,123,116.493077,39.729864,23.7,10.223,46,57.39,3619,CCC747DFBE6C0100,8000001,7,8,-88,-61,16,3,5,-88,55140,47,4264,QPSK,SPAT,normal
813,1699941164,1699941164,-238.93,37,656,123,116.49308,39.729865,23.7,10.149,46,59.29,3619,CCC747DFBE6C0100,8000001,7,8,-88,-61,15,2,5,-88,55140,47,4264,QPSK,SPAT,normal
814,1699941164,1699941165,-234.248,38,657,123,116.493082,39.729866,23.7,10.149,46,59.29,3619,CCC747DFBE6C0100,8000001,7,8,-88,-61,17,2,5,-88,55140,47,4264,QPSK,SPAT,normal
815,1699941164,1699941165,-238.851,39,658,123,116.493085,39.729868,23.7,10.223,46,57.39,3619,,8000001,7,8,-88,-60,16,2,5,-88,55140,47,4264,QPSK,SPAT,normal
816,1699941165,1699941165,-242.538,40,659,123,116.493088,39.729869,23.7,10.223,46,57.39,3619,,8000001,7,8,-87,-60,16,1,5,-87,55140,47,4264,QPSK,SPAT,normal
817,1699941165,1699941165,-237.75,41,660,123,116.493091,39.72987,23.7,10.223,46,57.39,3619,,8000001,7,8,-88,-61,16,2,5,-88,55140,47,4264,QPSK,SPAT,normal
819,1699941165,1699941165,-242.314,42,661,123,116.493093,39.729872,23.7,10.223,46,57.39,3619,,8000001,7,8,-87,-60,14,3,5,-87,55140,47,4264,QPSK,SPAT,normal
820,1699941165,1699941165,-237.5,43,662,123,116.493097,39.729873,23.7,10.223,46,57.39,3619,CCC747DFBE6C0100,8000001,7,8,-88,-61,17,3,5,-88,55140,47,4264,QPSK,SPAT,normal
821,1699941165,1699941165,-241.253,44,663,123,116.493098,39.729874,23.7,10.223,46,57.39,3619,,8000001,7,8,-87,-60,15,1,5,-87,55140,47,4264,QPSK,SPAT,normal
823,1699941165,1699941165,-238.183,45,664,123,116.493101,39.729876,23.7,10.223,46,57.39,3619,,8000001,7,8,-87,-60,13,3,5,-87,55140,47,4264,QPSK,SPAT,normal
824,1699941165,1699941165,-241.712,46,665,123,116.493104,39.729878,23.7,10.223,46,57.39,3619,797A687523323334,8000001,7,8,-86,-59,16,3,5,-86,55140,47,4264,QPSK,SPAT,normal
825,1699941165,1699941165,-236.627,47,666,123,116.493107,39.729879,23.6,10.575,46,57.63,3619,,8000001,7,8,-87,-60,17,2,5,-87,55140,47,4264,QPSK,SPAT,normal
827,1699941165,1699941166,-232.874,48,667,123,116.49311,39.729881,23.7,10.223,46,57.39,3619,,8000001,7,8,-88,-61,16,4,5,-88,55140,47,4264,QPSK,SPAT,normal
828,1699941165,1699941166,-237.874,49,668,123,116.493112,39.729882,23.7,10.223,46,57.39,3619,CCC747DFBE6C0100,8000001,7,8,-89,-62,14,1,5,-89,55140,47,4264,QPSK,SPAT,normal
829,1699941166,1699941166,-241.702,50,669,123,116.493114,39.729883,23.7,10.223,46,57.39,3619,,8000001,7,8,-89,-62,16,1,5,-89,55140,47,4264,QPSK,SPAT,normal
830,1699941166,1699941166,-236.998,51,670,123,116.493117,39.729884,23.7,10.223,46,57.39,3619,,8000001,7,8,-91,-64,16,1,5,-91,55140,47,4264,QPSK,SPAT,normal
831,1699941166,1699941166,-241.533,52,671,123,116.493119,39.729885,23.5,10.612,46,58.3,3619,,8000001,7,8,-90,-62,14,1,5,-90,55140,47,4264,QPSK,SPAT,normal
832,1699941166,1699941166,-236.886,53,672,123,116.493123,39.729887,23.6,10.575,46,57.63,3619,,8000001,7,8,-88,-61,17,1,5,-88,55140,47,4264,QPSK,SPAT,normal
834,1699941166,1699941166,-241.079,54,673,123,116.493126,39.729889,23.6,10.575,46,57.63,3619,,8000001,7,8,-88,-60,16,2,5,-88,55140,47,4264,QPSK,SPAT,normal
836,1699941166,1699941166,-237.024,55,674,123,116.49313,39.72989,23.6,10.575,46,57.63,3619,CCC747DFBE6C0100,8000001,7,8,-86,-59,15,4,5,-86,55140,47,4264,QPSK,SPAT,normal
837,1699941166,1699941166,-240.406,56,675,123,116.493133,39.729892,23.6,10.575,46,57.63,3619,,8000001,7,8,-86,-59,17,2,5,-86,55140,47,4264,QPSK,SPAT,normal
